Time_Index,natgas_fossil_SE,natgas_fossil_MIDAT,natgas_fossil_NE,uranium_source
96,14.05803,13.68269,16.82186,2.79796
97,14.05803,13.68269,16.82186,2.79796
98,14.05803,13.68269,16.82186,2.79796
99,14.05803,13.68269,16.82186,2.79796
100,14.05803,13.68269,16.82186,2.79796
101,14.05803,13.68269,16.82186,2.79796
102,14.05803,13.68269,16.82186,2.79796
103,14.05803,13.68269,16.82186,2.79796
104,14.05803,13.68269,16.82186,2.79796
105,14.05803,13.68269,16.82186,2.79796
106,14.05803,13.68269,16.82186,2.79796
107,14.05803,13.68269,16.82186,2.79796
108,14.05803,13.68269,16.82186,2.79796
109,14.05803,13.68269,16.82186,2.79796
110,14.05803,13.68269,16.82186,2.79796
111,14.05803,13.68269,16.82186,2.79796
112,14.05803,13.68269,16.82186,2.79796
113,14.05803,13.68269,16.82186,2.79796
114,14.05803,13.68269,16.82186,2.79796
115,14.05803,13.68269,16.82186,2.79796
116,14.05803,13.68269,16.82186,2.79796
117,14.05803,13.68269,16.82186,2.79796
118,14.05803,13.68269,16.82186,2.79796
119,14.05803,13.68269,16.82186,2.79796
120,14.05803,13.68269,16.82186,2.79796
121,14.05803,13.68269,16.82186,2.79796
122,14.05803,13.68269,16.82186,2.79796
123,14.05803,13.68269,16.82186,2.79796
124,14.05803,13.68269,16.82186,2.79796
125,14.05803,13.68269,16.82186,2.79796
126,14.05803,13.68269,16.82186,2.79796
127,14.05803,13.68269,16.82186,2.79796
128,14.05803,13.68269,16.82186,2.79796
129,14.05803,13.68269,16.82186,2.79796
130,14.05803,13.68269,16.82186,2.79796
131,14.05803,13.68269,16.82186,2.79796
132,14.05803,13.68269,16.82186,2.79796
133,14.05803,13.68269,16.82186,2.79796
134,14.05803,13.68269,16.82186,2.79796
135,14.05803,13.68269,16.82186,2.79796
136,14.05803,13.68269,16.82186,2.79796
137,14.05803,13.68269,16.82186,2.79796
138,14.05803,13.68269,16.82186,2.79796
139,14.05803,13.68269,16.82186,2.79796
140,14.05803,13.68269,16.82186,2.79796
141,14.05803,13.68269,16.82186,2.79796
142,14.05803,13.68269,16.82186,2.79796
143,14.05803,13.68269,16.82186,2.79796
144,14.05803,13.68269,16.82186,2.79796
145,14.05803,13.68269,16.82186,2.79796
146,14.05803,13.68269,16.82186,2.79796
147,14.05803,13.68269,16.82186,2.79796
148,14.05803,13.68269,16.82186,2.79796
149,14.05803,13.68269,16.82186,2.79796
150,14.05803,13.68269,16.82186,2.79796
151,14.05803,13.68269,16.82186,2.79796
152,14.05803,13.68269,16.82186,2.79796
153,14.05803,13.68269,16.82186,2.79796
154,14.05803,13.68269,16.82186,2.79796
155,14.05803,13.68269,16.82186,2.79796
156,14.05803,13.68269,16.82186,2.79796
157,14.05803,13.68269,16.82186,2.79796
158,14.05803,13.68269,16.82186,2.79796
159,14.05803,13.68269,16.82186,2.79796
160,14.05803,13.68269,16.82186,2.79796
161,14.05803,13.68269,16.82186,2.79796
162,14.05803,13.68269,16.82186,2.79796
163,14.05803,13.68269,16.82186,2.79796
164,14.05803,13.68269,16.82186,2.79796
165,14.05803,13.68269,16.82186,2.79796
166,14.05803,13.68269,16.82186,2.79796
167,14.05803,13.68269,16.82186,2.79796
168,14.05803,13.68269,16.82186,2.79796
169,14.05803,13.68269,16.82186,2.79796
170,14.05803,13.68269,16.82186,2.79796
171,14.05803,13.68269,16.82186,2.79796
172,14.05803,13.68269,16.82186,2.79796
173,14.05803,13.68269,16.82186,2.79796
174,14.05803,13.68269,16.82186,2.79796
175,14.05803,13.68269,16.82186,2.79796
176,14.05803,13.68269,16.82186,2.79796
177,14.05803,13.68269,16.82186,2.79796
178,14.05803,13.68269,16.82186,2.79796
179,14.05803,13.68269,16.82186,2.79796
180,14.05803,13.68269,16.82186,2.79796
181,14.05803,13.68269,16.82186,2.79796
182,14.05803,13.68269,16.82186,2.79796
183,14.05803,13.68269,16.82186,2.79796
184,14.05803,13.68269,16.82186,2.79796
185,14.05803,13.68269,16.82186,2.79796
186,14.05803,13.68269,16.82186,2.79796
187,14.05803,13.68269,16.82186,2.79796
188,14.05803,13.68269,16.82186,2.79796
189,14.05803,13.68269,16.82186,2.79796
190,14.05803,13.68269,16.82186,2.79796
191,14.05803,13.68269,16.82186,2.79796
192,14.05803,13.68269,16.82186,2.79796
193,14.05803,13.68269,16.82186,2.79796
194,14.05803,13.68269,16.82186,2.79796
195,14.05803,13.68269,16.82186,2.79796
196,14.05803,13.68269,16.82186,2.79796
197,14.05803,13.68269,16.82186,2.79796
198,14.05803,13.68269,16.82186,2.79796
199,14.05803,13.68269,16.82186,2.79796
200,14.05803,13.68269,16.82186,2.79796
201,14.05803,13.68269,16.82186,2.79796
202,14.05803,13.68269,16.82186,2.79796
203,14.05803,13.68269,16.82186,2.79796
204,14.05803,13.68269,16.82186,2.79796
205,14.05803,13.68269,16.82186,2.79796
206,14.05803,13.68269,16.82186,2.79796
207,14.05803,13.68269,16.82186,2.79796
208,14.05803,13.68269,16.82186,2.79796
209,14.05803,13.68269,16.82186,2.79796
210,14.05803,13.68269,16.82186,2.79796
211,14.05803,13.68269,16.82186,2.79796
212,14.05803,13.68269,16.82186,2.79796
213,14.05803,13.68269,16.82186,2.79796
214,14.05803,13.68269,16.82186,2.79796
215,14.05803,13.68269,16.82186,2.79796
216,14.05803,13.68269,16.82186,2.79796
217,14.05803,13.68269,16.82186,2.79796
218,14.05803,13.68269,16.82186,2.79796
219,14.05803,13.68269,16.82186,2.79796
220,14.05803,13.68269,16.82186,2.79796
221,14.05803,13.68269,16.82186,2.79796
222,14.05803,13.68269,16.82186,2.79796
223,14.05803,13.68269,16.82186,2.79796
224,14.05803,13.68269,16.82186,2.79796
225,14.05803,13.68269,16.82186,2.79796
226,14.05803,13.68269,16.82186,2.79796
227,14.05803,13.68269,16.82186,2.79796
228,14.05803,13.68269,16.82186,2.79796
229,14.05803,13.68269,16.82186,2.79796
230,14.05803,13.68269,16.82186,2.79796
231,14.05803,13.68269,16.82186,2.79796
232,14.05803,13.68269,16.82186,2.79796
233,14.05803,13.68269,16.82186,2.79796
234,14.05803,13.68269,16.82186,2.79796
235,14.05803,13.68269,16.82186,2.79796
236,14.05803,13.68269,16.82186,2.79796
237,14.05803,13.68269,16.82186,2.79796
238,14.05803,13.68269,16.82186,2.79796
239,14.05803,13.68269,16.82186,2.79796
240,14.05803,13.68269,16.82186,2.79796
241,14.05803,13.68269,16.82186,2.79796
242,14.05803,13.68269,16.82186,2.79796
243,14.05803,13.68269,16.82186,2.79796
244,14.05803,13.68269,16.82186,2.79796
245,14.05803,13.68269,16.82186,2.79796
246,14.05803,13.68269,16.82186,2.79796
247,14.05803,13.68269,16.82186,2.79796
248,14.05803,13.68269,16.82186,2.79796
249,14.05803,13.68269,16.82186,2.79796
250,14.05803,13.68269,16.82186,2.79796
251,14.05803,13.68269,16.82186,2.79796
252,14.05803,13.68269,16.82186,2.79796
253,14.05803,13.68269,16.82186,2.79796
254,14.05803,13.68269,16.82186,2.79796
255,14.05803,13.68269,16.82186,2.79796
256,14.05803,13.68269,16.82186,2.79796
257,14.05803,13.68269,16.82186,2.79796
258,14.05803,13.68269,16.82186,2.79796
259,14.05803,13.68269,16.82186,2.79796
260,14.05803,13.68269,16.82186,2.79796
261,14.05803,13.68269,16.82186,2.79796
262,14.05803,13.68269,16.82186,2.79796
263,14.05803,13.68269,16.82186,2.79796
264,14.05803,13.68269,16.82186,2.79796
265,14.05803,13.68269,16.82186,2.79796
266,14.05803,13.68269,16.82186,2.79796
267,14.05803,13.68269,16.82186,2.79796
268,14.05803,13.68269,16.82186,2.79796
269,14.05803,13.68269,16.82186,2.79796
270,14.05803,13.68269,16.82186,2.79796
271,14.05803,13.68269,16.82186,2.79796
272,14.05803,13.68269,16.82186,2.79796
273,14.05803,13.68269,16.82186,2.79796
274,14.05803,13.68269,16.82186,2.79796
275,14.05803,13.68269,16.82186,2.79796
276,14.05803,13.68269,16.82186,2.79796
277,14.05803,13.68269,16.82186,2.79796
278,14.05803,13.68269,16.82186,2.79796
279,14.05803,13.68269,16.82186,2.79796
280,14.05803,13.68269,16.82186,2.79796
281,14.05803,13.68269,16.82186,2.79796
282,14.05803,13.68269,16.82186,2.79796
283,14.05803,13.68269,16.82186,2.79796
284,14.05803,13.68269,16.82186,2.79796
285,14.05803,13.68269,16.82186,2.79796
286,14.05803,13.68269,16.82186,2.79796
287,14.05803,13.68269,16.82186,2.79796
288,14.05803,13.68269,16.82186,2.79796
289,14.05803,13.68269,16.82186,2.79796
290,14.05803,13.68269,16.82186,2.79796
291,14.05803,13.68269,16.82186,2.79796
292,14.05803,13.68269,16.82186,2.79796
293,14.05803,13.68269,16.82186,2.79796
294,14.05803,13.68269,16.82186,2.79796
295,14.05803,13.68269,16.82186,2.79796
296,14.05803,13.68269,16.82186,2.79796
297,14.05803,13.68269,16.82186,2.79796
298,14.05803,13.68269,16.82186,2.79796
299,14.05803,13.68269,16.82186,2.79796
300,14.05803,13.68269,16.82186,2.79796
301,14.05803,13.68269,16.82186,2.79796
302,14.05803,13.68269,16.82186,2.79796
303,14.05803,13.68269,16.82186,2.79796
304,14.05803,13.68269,16.82186,2.79796
305,14.05803,13.68269,16.82186,2.79796
306,14.05803,13.68269,16.82186,2.79796
307,14.05803,13.68269,16.82186,2.79796
308,14.05803,13.68269,16.82186,2.79796
309,14.05803,13.68269,16.82186,2.79796
310,14.05803,13.68269,16.82186,2.79796
311,14.05803,13.68269,16.82186,2.79796
312,14.05803,13.68269,16.82186,2.79796
313,14.05803,13.68269,16.82186,2.79796
314,14.05803,13.68269,16.82186,2.79796
315,14.05803,13.68269,16.82186,2.79796
316,14.05803,13.68269,16.82186,2.79796
317,14.05803,13.68269,16.82186,2.79796
318,14.05803,13.68269,16.82186,2.79796
319,14.05803,13.68269,16.82186,2.79796
320,14.05803,13.68269,16.82186,2.79796
321,14.05803,13.68269,16.82186,2.79796
322,14.05803,13.68269,16.82186,2.79796
323,14.05803,13.68269,16.82186,2.79796
324,14.05803,13.68269,16.82186,2.79796
325,14.05803,13.68269,16.82186,2.79796
326,14.05803,13.68269,16.82186,2.79796
327,14.05803,13.68269,16.82186,2.79796
328,14.05803,13.68269,16.82186,2.79796
329,14.05803,13.68269,16.82186,2.79796
330,14.05803,13.68269,16.82186,2.79796
331,14.05803,13.68269,16.82186,2.79796
332,14.05803,13.68269,16.82186,2.79796
333,14.05803,13.68269,16.82186,2.79796
334,14.05803,13.68269,16.82186,2.79796
335,14.05803,13.68269,16.82186,2.79796
336,14.05803,13.68269,16.82186,2.79796
337,14.05803,13.68269,16.82186,2.79796
338,14.05803,13.68269,16.82186,2.79796
339,14.05803,13.68269,16.82186,2.79796
340,14.05803,13.68269,16.82186,2.79796
341,14.05803,13.68269,16.82186,2.79796
342,14.05803,13.68269,16.82186,2.79796
343,14.05803,13.68269,16.82186,2.79796
344,14.05803,13.68269,16.82186,2.79796
345,14.05803,13.68269,16.82186,2.79796
346,14.05803,13.68269,16.82186,2.79796
347,14.05803,13.68269,16.82186,2.79796
348,14.05803,13.68269,16.82186,2.79796
349,14.05803,13.68269,16.82186,2.79796
350,14.05803,13.68269,16.82186,2.79796
351,14.05803,13.68269,16.82186,2.79796
352,14.05803,13.68269,16.82186,2.79796
353,14.05803,13.68269,16.82186,2.79796
354,14.05803,13.68269,16.82186,2.79796
355,14.05803,13.68269,16.82186,2.79796
356,14.05803,13.68269,16.82186,2.79796
357,14.05803,13.68269,16.82186,2.79796
358,14.05803,13.68269,16.82186,2.79796
359,14.05803,13.68269,16.82186,2.79796
360,14.05803,13.68269,16.82186,2.79796
361,14.05803,13.68269,16.82186,2.79796
362,14.05803,13.68269,16.82186,2.79796
363,14.05803,13.68269,16.82186,2.79796
364,14.05803,13.68269,16.82186,2.79796
365,14.05803,13.68269,16.82186,2.79796
366,14.05803,13.68269,16.82186,2.79796
367,14.05803,13.68269,16.82186,2.79796
368,14.05803,13.68269,16.82186,2.79796
369,14.05803,13.68269,16.82186,2.79796
370,14.05803,13.68269,16.82186,2.79796
371,14.05803,13.68269,16.82186,2.79796
372,14.05803,13.68269,16.82186,2.79796
373,14.05803,13.68269,16.82186,2.79796
374,14.05803,13.68269,16.82186,2.79796
375,14.05803,13.68269,16.82186,2.79796
376,14.05803,13.68269,16.82186,2.79796
377,14.05803,13.68269,16.82186,2.79796
378,14.05803,13.68269,16.82186,2.79796
379,14.05803,13.68269,16.82186,2.79796
380,14.05803,13.68269,16.82186,2.79796
381,14.05803,13.68269,16.82186,2.79796
382,14.05803,13.68269,16.82186,2.79796
383,14.05803,13.68269,16.82186,2.79796
384,14.05803,13.68269,16.82186,2.79796
385,14.05803,13.68269,16.82186,2.79796
386,14.05803,13.68269,16.82186,2.79796
387,14.05803,13.68269,16.82186,2.79796
388,14.05803,13.68269,16.82186,2.79796
389,14.05803,13.68269,16.82186,2.79796
390,14.05803,13.68269,16.82186,2.79796
391,14.05803,13.68269,16.82186,2.79796
392,14.05803,13.68269,16.82186,2.79796
393,14.05803,13.68269,16.82186,2.79796
394,14.05803,13.68269,16.82186,2.79796
395,14.05803,13.68269,16.82186,2.79796
396,14.05803,13.68269,16.82186,2.79796
397,14.05803,13.68269,16.82186,2.79796
398,14.05803,13.68269,16.82186,2.79796
399,14.05803,13.68269,16.82186,2.79796
400,14.05803,13.68269,16.82186,2.79796
401,14.05803,13.68269,16.82186,2.79796
402,14.05803,13.68269,16.82186,2.79796
403,14.05803,13.68269,16.82186,2.79796
404,14.05803,13.68269,16.82186,2.79796
405,14.05803,13.68269,16.82186,2.79796
406,14.05803,13.68269,16.82186,2.79796
407,14.05803,13.68269,16.82186,2.79796
408,14.05803,13.68269,16.82186,2.79796
409,14.05803,13.68269,16.82186,2.79796
410,14.05803,13.68269,16.82186,2.79796
411,14.05803,13.68269,16.82186,2.79796
412,14.05803,13.68269,16.82186,2.79796
413,14.05803,13.68269,16.82186,2.79796
414,14.05803,13.68269,16.82186,2.79796
415,14.05803,13.68269,16.82186,2.79796
416,14.05803,13.68269,16.82186,2.79796
417,14.05803,13.68269,16.82186,2.79796
418,14.05803,13.68269,16.82186,2.79796
419,14.05803,13.68269,16.82186,2.79796
420,14.05803,13.68269,16.82186,2.79796
421,14.05803,13.68269,16.82186,2.79796
422,14.05803,13.68269,16.82186,2.79796
423,14.05803,13.68269,16.82186,2.79796
424,14.05803,13.68269,16.82186,2.79796
425,14.05803,13.68269,16.82186,2.79796
426,14.05803,13.68269,16.82186,2.79796
427,14.05803,13.68269,16.82186,2.79796
428,14.05803,13.68269,16.82186,2.79796
429,14.05803,13.68269,16.82186,2.79796
430,14.05803,13.68269,16.82186,2.79796
431,14.05803,13.68269,16.82186,2.79796
432,14.05803,13.68269,16.82186,2.79796
433,14.05803,13.68269,16.82186,2.79796
434,14.05803,13.68269,16.82186,2.79796
435,14.05803,13.68269,16.82186,2.79796
436,14.05803,13.68269,16.82186,2.79796
437,14.05803,13.68269,16.82186,2.79796
438,14.05803,13.68269,16.82186,2.79796
439,14.05803,13.68269,16.82186,2.79796
440,14.05803,13.68269,16.82186,2.79796
441,14.05803,13.68269,16.82186,2.79796
442,14.05803,13.68269,16.82186,2.79796
443,14.05803,13.68269,16.82186,2.79796
444,14.05803,13.68269,16.82186,2.79796
445,14.05803,13.68269,16.82186,2.79796
446,14.05803,13.68269,16.82186,2.79796
447,14.05803,13.68269,16.82186,2.79796
448,14.05803,13.68269,16.82186,2.79796
449,14.05803,13.68269,16.82186,2.79796
450,14.05803,13.68269,16.82186,2.79796
451,14.05803,13.68269,16.82186,2.79796
452,14.05803,13.68269,16.82186,2.79796
453,14.05803,13.68269,16.82186,2.79796
454,14.05803,13.68269,16.82186,2.79796
455,14.05803,13.68269,16.82186,2.79796
456,14.05803,13.68269,16.82186,2.79796
457,14.05803,13.68269,16.82186,2.79796
458,14.05803,13.68269,16.82186,2.79796
459,14.05803,13.68269,16.82186,2.79796
460,14.05803,13.68269,16.82186,2.79796
461,14.05803,13.68269,16.82186,2.79796
462,14.05803,13.68269,16.82186,2.79796
463,14.05803,13.68269,16.82186,2.79796
464,14.05803,13.68269,16.82186,2.79796
465,14.05803,13.68269,16.82186,2.79796
466,14.05803,13.68269,16.82186,2.79796
467,14.05803,13.68269,16.82186,2.79796
468,14.05803,13.68269,16.82186,2.79796
469,14.05803,13.68269,16.82186,2.79796
470,14.05803,13.68269,16.82186,2.79796
471,14.05803,13.68269,16.82186,2.79796
472,14.05803,13.68269,16.82186,2.79796
473,14.05803,13.68269,16.82186,2.79796
474,14.05803,13.68269,16.82186,2.79796
475,14.05803,13.68269,16.82186,2.79796
476,14.05803,13.68269,16.82186,2.79796
477,14.05803,13.68269,16.82186,2.79796
478,14.05803,13.68269,16.82186,2.79796
479,14.05803,13.68269,16.82186,2.79796
480,14.05803,13.68269,16.82186,2.79796
481,14.05803,13.68269,16.82186,2.79796
482,14.05803,13.68269,16.82186,2.79796
483,14.05803,13.68269,16.82186,2.79796
484,14.05803,13.68269,16.82186,2.79796
485,14.05803,13.68269,16.82186,2.79796
486,14.05803,13.68269,16.82186,2.79796
487,14.05803,13.68269,16.82186,2.79796
488,14.05803,13.68269,16.82186,2.79796
489,14.05803,13.68269,16.82186,2.79796
490,14.05803,13.68269,16.82186,2.79796
491,14.05803,13.68269,16.82186,2.79796
492,14.05803,13.68269,16.82186,2.79796
493,14.05803,13.68269,16.82186,2.79796
494,14.05803,13.68269,16.82186,2.79796
495,14.05803,13.68269,16.82186,2.79796
496,14.05803,13.68269,16.82186,2.79796
497,14.05803,13.68269,16.82186,2.79796
498,14.05803,13.68269,16.82186,2.79796
499,14.05803,13.68269,16.82186,2.79796
500,14.05803,13.68269,16.82186,2.79796
501,14.05803,13.68269,16.82186,2.79796
502,14.05803,13.68269,16.82186,2.79796
503,14.05803,13.68269,16.82186,2.79796
504,14.05803,13.68269,16.82186,2.79796
505,14.05803,13.68269,16.82186,2.79796
506,14.05803,13.68269,16.82186,2.79796
507,14.05803,13.68269,16.82186,2.79796
508,14.05803,13.68269,16.82186,2.79796
509,14.05803,13.68269,16.82186,2.79796
510,14.05803,13.68269,16.82186,2.79796
511,14.05803,13.68269,16.82186,2.79796
512,14.05803,13.68269,16.82186,2.79796
513,14.05803,13.68269,16.82186,2.79796
514,14.05803,13.68269,16.82186,2.79796
515,14.05803,13.68269,16.82186,2.79796
516,14.05803,13.68269,16.82186,2.79796
517,14.05803,13.68269,16.82186,2.79796
518,14.05803,13.68269,16.82186,2.79796
519,14.05803,13.68269,16.82186,2.79796
520,14.05803,13.68269,16.82186,2.79796
521,14.05803,13.68269,16.82186,2.79796
522,14.05803,13.68269,16.82186,2.79796
523,14.05803,13.68269,16.82186,2.79796
524,14.05803,13.68269,16.82186,2.79796
525,14.05803,13.68269,16.82186,2.79796
526,14.05803,13.68269,16.82186,2.79796
527,14.05803,13.68269,16.82186,2.79796
528,14.05803,13.68269,16.82186,2.79796
529,14.05803,13.68269,16.82186,2.79796
530,14.05803,13.68269,16.82186,2.79796
531,14.05803,13.68269,16.82186,2.79796
532,14.05803,13.68269,16.82186,2.79796
533,14.05803,13.68269,16.82186,2.79796
534,14.05803,13.68269,16.82186,2.79796
535,14.05803,13.68269,16.82186,2.79796
536,14.05803,13.68269,16.82186,2.79796
537,14.05803,13.68269,16.82186,2.79796
538,14.05803,13.68269,16.82186,2.79796
539,14.05803,13.68269,16.82186,2.79796
540,14.05803,13.68269,16.82186,2.79796
541,14.05803,13.68269,16.82186,2.79796
542,14.05803,13.68269,16.82186,2.79796
543,14.05803,13.68269,16.82186,2.79796
544,14.05803,13.68269,16.82186,2.79796
545,14.05803,13.68269,16.82186,2.79796
546,14.05803,13.68269,16.82186,2.79796
547,14.05803,13.68269,16.82186,2.79796
548,14.05803,13.68269,16.82186,2.79796
549,14.05803,13.68269,16.82186,2.79796
550,14.05803,13.68269,16.82186,2.79796
551,14.05803,13.68269,16.82186,2.79796
552,14.05803,13.68269,16.82186,2.79796
553,14.05803,13.68269,16.82186,2.79796
554,14.05803,13.68269,16.82186,2.79796
555,14.05803,13.68269,16.82186,2.79796
556,14.05803,13.68269,16.82186,2.79796
557,14.05803,13.68269,16.82186,2.79796
558,14.05803,13.68269,16.82186,2.79796
559,14.05803,13.68269,16.82186,2.79796
560,14.05803,13.68269,16.82186,2.79796
561,14.05803,13.68269,16.82186,2.79796
562,14.05803,13.68269,16.82186,2.79796
563,14.05803,13.68269,16.82186,2.79796
564,14.05803,13.68269,16.82186,2.79796
565,14.05803,13.68269,16.82186,2.79796
566,14.05803,13.68269,16.82186,2.79796
567,14.05803,13.68269,16.82186,2.79796
568,14.05803,13.68269,16.82186,2.79796
569,14.05803,13.68269,16.82186,2.79796
570,14.05803,13.68269,16.82186,2.79796
571,14.05803,13.68269,16.82186,2.79796
572,14.05803,13.68269,16.82186,2.79796
573,14.05803,13.68269,16.82186,2.79796
574,14.05803,13.68269,16.82186,2.79796
575,14.05803,13.68269,16.82186,2.79796
576,14.05803,13.68269,16.82186,2.79796
577,14.05803,13.68269,16.82186,2.79796
578,14.05803,13.68269,16.82186,2.79796
579,14.05803,13.68269,16.82186,2.79796
580,14.05803,13.68269,16.82186,2.79796
581,14.05803,13.68269,16.82186,2.79796
582,14.05803,13.68269,16.82186,2.79796
583,14.05803,13.68269,16.82186,2.79796
584,14.05803,13.68269,16.82186,2.79796
585,14.05803,13.68269,16.82186,2.79796
586,14.05803,13.68269,16.82186,2.79796
587,14.05803,13.68269,16.82186,2.79796
588,14.05803,13.68269,16.82186,2.79796
589,14.05803,13.68269,16.82186,2.79796
590,14.05803,13.68269,16.82186,2.79796
591,14.05803,13.68269,16.82186,2.79796
592,14.05803,13.68269,16.82186,2.79796
593,14.05803,13.68269,16.82186,2.79796
594,14.05803,13.68269,16.82186,2.79796
595,14.05803,13.68269,16.82186,2.79796
596,14.05803,13.68269,16.82186,2.79796
597,14.05803,13.68269,16.82186,2.79796
598,14.05803,13.68269,16.82186,2.79796
599,14.05803,13.68269,16.82186,2.79796
600,14.05803,13.68269,16.82186,2.79796
601,14.05803,13.68269,16.82186,2.79796
602,14.05803,13.68269,16.82186,2.79796
603,14.05803,13.68269,16.82186,2.79796
604,14.05803,13.68269,16.82186,2.79796
605,14.05803,13.68269,16.82186,2.79796
606,14.05803,13.68269,16.82186,2.79796
607,14.05803,13.68269,16.82186,2.79796
608,14.05803,13.68269,16.82186,2.79796
609,14.05803,13.68269,16.82186,2.79796
610,14.05803,13.68269,16.82186,2.79796
611,14.05803,13.68269,16.82186,2.79796
612,14.05803,13.68269,16.82186,2.79796
613,14.05803,13.68269,16.82186,2.79796
614,14.05803,13.68269,16.82186,2.79796
615,14.05803,13.68269,16.82186,2.79796
616,14.05803,13.68269,16.82186,2.79796
617,14.05803,13.68269,16.82186,2.79796
618,14.05803,13.68269,16.82186,2.79796
619,14.05803,13.68269,16.82186,2.79796
620,14.05803,13.68269,16.82186,2.79796
621,14.05803,13.68269,16.82186,2.79796
622,14.05803,13.68269,16.82186,2.79796
623,14.05803,13.68269,16.82186,2.79796
624,14.05803,13.68269,16.82186,2.79796
625,14.05803,13.68269,16.82186,2.79796
626,14.05803,13.68269,16.82186,2.79796
627,14.05803,13.68269,16.82186,2.79796
628,14.05803,13.68269,16.82186,2.79796
629,14.05803,13.68269,16.82186,2.79796
630,14.05803,13.68269,16.82186,2.79796
631,14.05803,13.68269,16.82186,2.79796
632,14.05803,13.68269,16.82186,2.79796
633,14.05803,13.68269,16.82186,2.79796
634,14.05803,13.68269,16.82186,2.79796
635,14.05803,13.68269,16.82186,2.79796
636,14.05803,13.68269,16.82186,2.79796
637,14.05803,13.68269,16.82186,2.79796
638,14.05803,13.68269,16.82186,2.79796
639,14.05803,13.68269,16.82186,2.79796
640,14.05803,13.68269,16.82186,2.79796
641,14.05803,13.68269,16.82186,2.79796
642,14.05803,13.68269,16.82186,2.79796
643,14.05803,13.68269,16.82186,2.79796
644,14.05803,13.68269,16.82186,2.79796
645,14.05803,13.68269,16.82186,2.79796
646,14.05803,13.68269,16.82186,2.79796
647,14.05803,13.68269,16.82186,2.79796
648,14.05803,13.68269,16.82186,2.79796
649,14.05803,13.68269,16.82186,2.79796
650,14.05803,13.68269,16.82186,2.79796
651,14.05803,13.68269,16.82186,2.79796
652,14.05803,13.68269,16.82186,2.79796
653,14.05803,13.68269,16.82186,2.79796
654,14.05803,13.68269,16.82186,2.79796
655,14.05803,13.68269,16.82186,2.79796
656,14.05803,13.68269,16.82186,2.79796
657,14.05803,13.68269,16.82186,2.79796
658,14.05803,13.68269,16.82186,2.79796
659,14.05803,13.68269,16.82186,2.79796
660,14.05803,13.68269,16.82186,2.79796
661,14.05803,13.68269,16.82186,2.79796
662,14.05803,13.68269,16.82186,2.79796
663,14.05803,13.68269,16.82186,2.79796
664,14.05803,13.68269,16.82186,2.79796
665,14.05803,13.68269,16.82186,2.79796
666,14.05803,13.68269,16.82186,2.79796
667,14.05803,13.68269,16.82186,2.79796
668,14.05803,13.68269,16.82186,2.79796
669,14.05803,13.68269,16.82186,2.79796
670,14.05803,13.68269,16.82186,2.79796
671,14.05803,13.68269,16.82186,2.79796
672,14.05803,13.68269,16.82186,2.79796
673,14.05803,13.68269,16.82186,2.79796
674,14.05803,13.68269,16.82186,2.79796
675,14.05803,13.68269,16.82186,2.79796
676,14.05803,13.68269,16.82186,2.79796
677,14.05803,13.68269,16.82186,2.79796
678,14.05803,13.68269,16.82186,2.79796
679,14.05803,13.68269,16.82186,2.79796
680,14.05803,13.68269,16.82186,2.79796
681,14.05803,13.68269,16.82186,2.79796
682,14.05803,13.68269,16.82186,2.79796
683,14.05803,13.68269,16.82186,2.79796
684,14.05803,13.68269,16.82186,2.79796
685,14.05803,13.68269,16.82186,2.79796
686,14.05803,13.68269,16.82186,2.79796
687,14.05803,13.68269,16.82186,2.79796
688,14.05803,13.68269,16.82186,2.79796
689,14.05803,13.68269,16.82186,2.79796
690,14.05803,13.68269,16.82186,2.79796
691,14.05803,13.68269,16.82186,2.79796
692,14.05803,13.68269,16.82186,2.79796
693,14.05803,13.68269,16.82186,2.79796
694,14.05803,13.68269,16.82186,2.79796
695,14.05803,13.68269,16.82186,2.79796
696,14.05803,13.68269,16.82186,2.79796
697,14.05803,13.68269,16.82186,2.79796
698,14.05803,13.68269,16.82186,2.79796
699,14.05803,13.68269,16.82186,2.79796
700,14.05803,13.68269,16.82186,2.79796
701,14.05803,13.68269,16.82186,2.79796
702,14.05803,13.68269,16.82186,2.79796
703,14.05803,13.68269,16.82186,2.79796
704,14.05803,13.68269,16.82186,2.79796
705,14.05803,13.68269,16.82186,2.79796
706,14.05803,13.68269,16.82186,2.79796
707,14.05803,13.68269,16.82186,2.79796
708,14.05803,13.68269,16.82186,2.79796
709,14.05803,13.68269,16.82186,2.79796
710,14.05803,13.68269,16.82186,2.79796
711,14.05803,13.68269,16.82186,2.79796
712,14.05803,13.68269,16.82186,2.79796
713,14.05803,13.68269,16.82186,2.79796
714,14.05803,13.68269,16.82186,2.79796
715,14.05803,13.68269,16.82186,2.79796
716,14.05803,13.68269,16.82186,2.79796
717,14.05803,13.68269,16.82186,2.79796
718,14.05803,13.68269,16.82186,2.79796
719,14.05803,13.68269,16.82186,2.79796
720,14.05803,13.68269,16.82186,2.79796
721,14.05803,13.68269,16.82186,2.79796
722,14.05803,13.68269,16.82186,2.79796
723,14.05803,13.68269,16.82186,2.79796
724,14.05803,13.68269,16.82186,2.79796
725,14.05803,13.68269,16.82186,2.79796
726,14.05803,13.68269,16.82186,2.79796
727,14.05803,13.68269,16.82186,2.79796
728,14.05803,13.68269,16.82186,2.79796
729,14.05803,13.68269,16.82186,2.79796
