Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--ethanol_production,transforms--bagasse_production,transforms--food_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--can_retire,edges--biomass_edge--lifetime,edges--biomass_edge--wacc,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--ethanol_edge--commodity,edges--ethanol_edge--unidirectional,edges--ethanol_edge--has_capacity,edges--ethanol_edge--end_vertex,edges--bagasse_edge--commodity,edges--bagasse_edge--unidirectional,edges--bagasse_edge--has_capacity,edges--bagasse_edge--end_vertex,edges--food_edge--commodity,edges--food_edge--unidirectional,edges--food_edge--has_capacity,edges--food_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--unidirectional,edges--elec_consumption_edge--has_capacity,edges--elec_consumption_edge--start_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
BECCSEthanol,BR_PB_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_PB,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_PB,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PB,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PB,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PB
BECCSEthanol,BR_PR_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_PR,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_PR,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PR
BECCSEthanol,BR_PE_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_PE,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_PE,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PE,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PE
BECCSEthanol,BR_PI_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_PI,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_PI,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PI,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PI,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PI
BECCSEthanol,BR_RJ_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_RJ,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_RJ,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RJ,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RJ,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RJ
BECCSEthanol,BR_RN_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_RN,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_RN,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RN,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RN,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RN
BECCSEthanol,BR_RS_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_RS,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_RS,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RS,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RS
BECCSEthanol,BR_RO_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_RO,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_RO,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RO,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RO
BECCSEthanol,BR_RR_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_RR,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_RR,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
BECCSEthanol,BR_SC_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_SC,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_SC,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_SC,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
BECCSEthanol,BR_SP_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_SP,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_SP,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_SP,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
BECCSEthanol,BR_SE_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_SE,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_SE,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_SE,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
BECCSEthanol,BR_TO_BECCS_Lignocellulosic_Bagasse_Ethanol_large,BR_TO,Biomass,TRUE,2.02,0,0,0.1679,0,1.558,1.091,Bagasse,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,bagasse_BR_TO,804.81,3645.58,145.82,69,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_TO,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_TO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_TO
BECCSEthanol,BR_AC_BECCS_corn_ethanol_large,BR_AC,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_AC,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_AC,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AC
BECCSEthanol,BR_AL_BECCS_corn_ethanol_large,BR_AL,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_AL,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_AL,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AL,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AL
BECCSEthanol,BR_AP_BECCS_corn_ethanol_large,BR_AP,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_AP,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_AP,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AP
BECCSEthanol,BR_AM_BECCS_corn_ethanol_large,BR_AM,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_AM,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_AM,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_AM,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AM
BECCSEthanol,BR_BA_BECCS_corn_ethanol_large,BR_BA,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_BA,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_BA,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_BA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_BA
BECCSEthanol,BR_CE_BECCS_corn_ethanol_large,BR_CE,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_CE,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_CE,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_CE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_CE
BECCSEthanol,BR_DF_BECCS_corn_ethanol_large,BR_DF,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_DF,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_DF,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_DF,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_DF
BECCSEthanol,BR_ES_BECCS_corn_ethanol_large,BR_ES,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_ES,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_ES,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_ES,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_ES
BECCSEthanol,BR_GO_BECCS_corn_ethanol_large,BR_GO,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_GO,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_GO,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_GO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_GO
BECCSEthanol,BR_MA_BECCS_corn_ethanol_large,BR_MA,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_MA,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_MA,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_MA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MA
BECCSEthanol,BR_MT_BECCS_corn_ethanol_large,BR_MT,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_MT,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_MT,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_MT,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MT
BECCSEthanol,BR_MS_BECCS_corn_ethanol_large,BR_MS,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_MS,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_MS,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_MS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MS
BECCSEthanol,BR_MG_BECCS_corn_ethanol_large,BR_MG,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_MG,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_MG,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_MG,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MG
BECCSEthanol,BR_PA_BECCS_corn_ethanol_large,BR_PA,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_PA,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PA,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PA
BECCSEthanol,BR_PB_BECCS_corn_ethanol_large,BR_PB,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_PB,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PB,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PB,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PB
BECCSEthanol,BR_PR_BECCS_corn_ethanol_large,BR_PR,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_PR,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PR
BECCSEthanol,BR_PE_BECCS_corn_ethanol_large,BR_PE,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_PE,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PE,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PE
BECCSEthanol,BR_PI_BECCS_corn_ethanol_large,BR_PI,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_PI,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_PI,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_PI,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PI
BECCSEthanol,BR_RJ_BECCS_corn_ethanol_large,BR_RJ,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_RJ,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RJ,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RJ,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RJ
BECCSEthanol,BR_RN_BECCS_corn_ethanol_large,BR_RN,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_RN,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RN,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RN,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RN
BECCSEthanol,BR_RS_BECCS_corn_ethanol_large,BR_RS,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_RS,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RS,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RS
BECCSEthanol,BR_RO_BECCS_corn_ethanol_large,BR_RO,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_RO,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RO,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RO
BECCSEthanol,BR_RR_BECCS_corn_ethanol_large,BR_RR,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_RR,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_RR,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
BECCSEthanol,BR_SC_BECCS_corn_ethanol_large,BR_SC,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_SC,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_SC,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
BECCSEthanol,BR_SP_BECCS_corn_ethanol_large,BR_SP,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_SP,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_SP,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
BECCSEthanol,BR_SE_BECCS_corn_ethanol_large,BR_SE,Biomass,TRUE,2.46,0,0,0.1679,0,1.65,1.168,Corn,TRUE,TRUE,TRUE,TRUE,30,0.1,FALSE,TRUE,corn_BR_SE,804.81,961.55,39.59,50,0,system/availability_monthly.csv,Availability_One,Ethanol,TRUE,FALSE,ethanol_BR,Bagasse,TRUE,FALSE,bagasse_BR_SE,Sugar,TRUE,FALSE,sugar_BR,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
