Type,id,location,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--greendiesel_production,transforms--gasoline_production,transforms--electricity_consumption,transforms--capture_rate,transforms--co2_content,transforms--emission_rate,edges--biomass_edge--commodity,edges--biomass_edge--unidirectional,edges--biomass_edge--has_capacity,edges--biomass_edge--can_expand,edges--biomass_edge--lifetime,edges--biomass_edge--wacc,edges--biomass_edge--can_retire,edges--biomass_edge--integer_decisions,edges--biomass_edge--constraints--CapacityConstraint,edges--biomass_edge--start_vertex,edges--biomass_edge--capacity_size,edges--biomass_edge--investment_cost,edges--biomass_edge--fixed_om_cost,edges--biomass_edge--variable_om_cost,edges--biomass_edge--existing_capacity,edges--biomass_edge--availability--timeseries--path,edges--biomass_edge--availability--timeseries--header,edges--greendiesel_edge--commodity,edges--greendiesel_edge--unidirectional,edges--greendiesel_edge--has_capacity,edges--greendiesel_edge--end_vertex,edges--gasoline_edge--commodity,edges--gasoline_edge--unidirectional,edges--gasoline_edge--has_capacity,edges--gasoline_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--unidirectional,edges--elec_consumption_edge--has_capacity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--unidirectional,edges--elec_production_edge--has_capacity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--unidirectional,edges--co2_captured_edge--has_capacity,edges--co2_captured_edge--end_vertex
FischerTropsch,BR_PE_greendiesel_wood_FT,BR_PE,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PE,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PE,Electricity,TRUE,FALSE,elec_BR_PE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PE
FischerTropsch,BR_PI_greendiesel_wood_FT,BR_PI,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PI,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PI,Electricity,TRUE,FALSE,elec_BR_PI,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PI
FischerTropsch,BR_RJ_greendiesel_wood_FT,BR_RJ,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RJ,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RJ,Electricity,TRUE,FALSE,elec_BR_RJ,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RJ
FischerTropsch,BR_RN_greendiesel_wood_FT,BR_RN,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RN,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RN,Electricity,TRUE,FALSE,elec_BR_RN,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RN
FischerTropsch,BR_RS_greendiesel_wood_FT,BR_RS,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RS,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RS,Electricity,TRUE,FALSE,elec_BR_RS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RS
FischerTropsch,BR_RO_greendiesel_wood_FT,BR_RO,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RO,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RO,Electricity,TRUE,FALSE,elec_BR_RO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RO
FischerTropsch,BR_RR_greendiesel_wood_FT,BR_RR,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RR,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
FischerTropsch,BR_SC_greendiesel_wood_FT,BR_SC,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SC,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_SC,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
FischerTropsch,BR_SP_greendiesel_wood_FT,BR_SP,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SP,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_SP,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
FischerTropsch,BR_SE_greendiesel_wood_FT,BR_SE,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SE,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_SE,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
FischerTropsch,BR_TO_greendiesel_wood_FT,BR_TO,Biomass,TRUE,2.1,0,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_TO,152.6649605,13828500,276570,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_TO,Electricity,TRUE,FALSE,elec_BR_TO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_TO
FischerTropsch,BR_AC_gasoline_wood_FT,BR_AC,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_AC,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_AC,Electricity,TRUE,FALSE,elec_BR_AC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AC
FischerTropsch,BR_AL_gasoline_wood_FT,BR_AL,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_AL,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_AL,Electricity,TRUE,FALSE,elec_BR_AL,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AL
FischerTropsch,BR_AP_gasoline_wood_FT,BR_AP,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_AP,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_AP,Electricity,TRUE,FALSE,elec_BR_AP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AP
FischerTropsch,BR_AM_gasoline_wood_FT,BR_AM,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_AM,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_AM,Electricity,TRUE,FALSE,elec_BR_AM,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_AM
FischerTropsch,BR_BA_gasoline_wood_FT,BR_BA,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_BA,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_BA,Electricity,TRUE,FALSE,elec_BR_BA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_BA
FischerTropsch,BR_CE_gasoline_wood_FT,BR_CE,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_CE,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_CE,Electricity,TRUE,FALSE,elec_BR_CE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_CE
FischerTropsch,BR_DF_gasoline_wood_FT,BR_DF,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_DF,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_DF,Electricity,TRUE,FALSE,elec_BR_DF,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_DF
FischerTropsch,BR_ES_gasoline_wood_FT,BR_ES,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_ES,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_ES,Electricity,TRUE,FALSE,elec_BR_ES,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_ES
FischerTropsch,BR_GO_gasoline_wood_FT,BR_GO,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_GO,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_GO,Electricity,TRUE,FALSE,elec_BR_GO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_GO
FischerTropsch,BR_MA_gasoline_wood_FT,BR_MA,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MA,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_MA,Electricity,TRUE,FALSE,elec_BR_MA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MA
FischerTropsch,BR_MT_gasoline_wood_FT,BR_MT,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MT,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_MT,Electricity,TRUE,FALSE,elec_BR_MT,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MT
FischerTropsch,BR_MS_gasoline_wood_FT,BR_MS,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MS,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_MS,Electricity,TRUE,FALSE,elec_BR_MS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MS
FischerTropsch,BR_MG_gasoline_wood_FT,BR_MG,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_MG,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_MG,Electricity,TRUE,FALSE,elec_BR_MG,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_MG
FischerTropsch,BR_PA_gasoline_wood_FT,BR_PA,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PA,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PA,Electricity,TRUE,FALSE,elec_BR_PA,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PA
FischerTropsch,BR_PB_gasoline_wood_FT,BR_PB,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PB,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PB,Electricity,TRUE,FALSE,elec_BR_PB,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PB
FischerTropsch,BR_PR_gasoline_wood_FT,BR_PR,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PR,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PR,Electricity,TRUE,FALSE,elec_BR_PR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PR
FischerTropsch,BR_PE_gasoline_wood_FT,BR_PE,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PE,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PE,Electricity,TRUE,FALSE,elec_BR_PE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PE
FischerTropsch,BR_PI_gasoline_wood_FT,BR_PI,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_PI,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_PI,Electricity,TRUE,FALSE,elec_BR_PI,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_PI
FischerTropsch,BR_RJ_gasoline_wood_FT,BR_RJ,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RJ,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RJ,Electricity,TRUE,FALSE,elec_BR_RJ,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RJ
FischerTropsch,BR_RN_gasoline_wood_FT,BR_RN,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RN,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RN,Electricity,TRUE,FALSE,elec_BR_RN,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RN
FischerTropsch,BR_RS_gasoline_wood_FT,BR_RS,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RS,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RS,Electricity,TRUE,FALSE,elec_BR_RS,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RS
FischerTropsch,BR_RO_gasoline_wood_FT,BR_RO,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RO,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RO,Electricity,TRUE,FALSE,elec_BR_RO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RO
FischerTropsch,BR_RR_gasoline_wood_FT,BR_RR,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_RR,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_RR,Electricity,TRUE,FALSE,elec_BR_RR,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_RR
FischerTropsch,BR_SC_gasoline_wood_FT,BR_SC,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SC,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_SC,Electricity,TRUE,FALSE,elec_BR_SC,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SC
FischerTropsch,BR_SP_gasoline_wood_FT,BR_SP,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SP,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_SP,Electricity,TRUE,FALSE,elec_BR_SP,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SP
FischerTropsch,BR_SE_gasoline_wood_FT,BR_SE,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_SE,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_SE,Electricity,TRUE,FALSE,elec_BR_SE,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_SE
FischerTropsch,BR_TO_gasoline_wood_FT,BR_TO,Biomass,TRUE,0,2.1,0,0,0,1.033,Biomass_wood,TRUE,TRUE,TRUE,30,0.1,TRUE,FALSE,TRUE,biomass_wood_BR_TO,152.6649605,14284200,285684,60.9,0,system/availability_monthly.csv,Availability_One,Diesel,TRUE,FALSE,renewable_diesel_BR,Gasoline,TRUE,FALSE,gasoline_renewable_BR,Electricity,TRUE,FALSE,elec_BR_TO,Electricity,TRUE,FALSE,elec_BR_TO,CO2,TRUE,FALSE,co2_emitted_BR,CO2,TRUE,FALSE,co2_emitted_BR,CO2Captured,TRUE,FALSE,co2_captured_BR_TO
